account_number;agreement_number;account_type;name;balance;debit_credit;block_direct_entries;vat_code;self_url;created_at;updated_at;Mapping;Category
3610;1382005;profitAndLoss;It-Konsulenter - Bjarke (Web-construct);172650;debit;0;I25;https://restapi.e-conomic.com/accounts/3610;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3611;1382005;profitAndLoss;Software - hococo;56619,2;debit;0;I25;https://restapi.e-conomic.com/accounts/3611;10/04/2025 10.33;01/05/2025 15.59;IT, Software;Income Statement
3617;1382005;profitAndLoss;Mindre anskaffelser;17037,72;debit;0;I25;https://restapi.e-conomic.com/accounts/3617;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3618;1382005;profitAndLoss;Mindre anskaffelser, omvendt betalingspligt;0;debit;0;OBPK;https://restapi.e-conomic.com/accounts/3618;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3620;1382005;profitAndLoss;Telefon abonnementer;79716,68;debit;0;I25;https://restapi.e-conomic.com/accounts/3620;10/04/2025 10.33;01/05/2025 15.59;Telephone and internet;Income Statement
3621;1382005;profitAndLoss;Internetforbindelse;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3621;10/04/2025 10.33;01/05/2025 15.59;Telephone and internet;Income Statement
3628;1382005;profitAndLoss;Porto og gebyrer;284,25;debit;0;\N;https://restapi.e-conomic.com/accounts/3628;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3638;1382005;profitAndLoss;Revisor;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3638;10/04/2025 10.33;01/05/2025 15.59;Auditors;Income Statement
3640;1382005;profitAndLoss;Bogføring V&Co;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3640;10/04/2025 10.33;01/05/2025 15.59;Bookkeeping;Income Statement
3645;1382005;profitAndLoss;Advokat;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3645;10/04/2025 10.33;01/05/2025 15.59;Lawyers and advisory;Income Statement
3650;1382005;profitAndLoss;Forsikringer;145946,91;debit;0;\N;https://restapi.e-conomic.com/accounts/3650;10/04/2025 10.33;01/05/2025 15.59;Insurance;Income Statement
3660;1382005;profitAndLoss;Faglitteratur m/moms;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3660;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3661;1382005;profitAndLoss;Faglitteratur u/moms;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3661;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3662;1382005;profitAndLoss;Kontingenter m/moms;21269;debit;0;I25;https://restapi.e-conomic.com/accounts/3662;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3663;1382005;profitAndLoss;Kontingenter u/moms;8150;debit;0;\N;https://restapi.e-conomic.com/accounts/3663;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3664;1382005;profitAndLoss;Web-hotel og domænenavne;4424,8;debit;0;I25;https://restapi.e-conomic.com/accounts/3664;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3665;1382005;profitAndLoss;Kursusudgifter;13886,32;debit;0;I25;https://restapi.e-conomic.com/accounts/3665;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3666;1382005;profitAndLoss;Konsulent - Anden rådgivning;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3666;10/04/2025 10.33;01/05/2025 15.59;Lawyers and advisory;Income Statement
3667;1382005;profitAndLoss;Konsulent - Matant;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3667;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3668;1382005;profitAndLoss;Konsulent - Lea consult;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3668;10/04/2025 10.33;01/05/2025 15.59;Lawyers and advisory;Income Statement
3669;1382005;profitAndLoss;Konsulent - ASIGNE;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3669;10/04/2025 10.33;01/05/2025 15.59;Lawyers and advisory;Income Statement
3670;1382005;profitAndLoss;Leje/leasing af driftsmidler;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3670;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3671;1382005;profitAndLoss;Konsulent - Michael Soetman;20625;debit;0;I25;https://restapi.e-conomic.com/accounts/3671;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3672;1382005;profitAndLoss;Konsulent Axholm Rådgivning;285000;debit;0;I25;https://restapi.e-conomic.com/accounts/3672;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3673;1382005;profitAndLoss;Konsulent CP Regnskab;51700;debit;0;I25;https://restapi.e-conomic.com/accounts/3673;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3674;1382005;profitAndLoss;Konsulent KANT;0;debit;0;I25;https://restapi.e-conomic.com/accounts/3674;10/04/2025 10.33;01/05/2025 15.59;Internal Consultants;Income Statement
3720;1382005;profitAndLoss;Tab på debitorer;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3720;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3770;1382005;profitAndLoss;Kassedifferencer mv.;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3770;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3780;1382005;profitAndLoss;Ej fradragsberettigede omkostninger;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3780;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3785;1382005;profitAndLoss;Viderefakturering Andre udgifter;-2776;debit;0;U25;https://restapi.e-conomic.com/accounts/3785;10/04/2025 10.33;01/05/2025 15.59;Other expenses;Income Statement
3799;1382005;totalFrom;Administrationsomkostninger i alt;1093054,77;debit;0;\N;https://restapi.e-conomic.com/accounts/3799;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
3800;1382005;totalFrom;Resultat før afskrivninger;-473826,12;debit;0;\N;https://restapi.e-conomic.com/accounts/3800;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
3900;1382005;heading;Afskrivninger;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3900;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
3910;1382005;profitAndLoss;Afskrivning, indretning lejede lokaler;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3910;10/04/2025 10.33;01/05/2025 15.59;Depreciation;Income Statement
3940;1382005;profitAndLoss;Afskrivning, driftsmidler og inventar;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3940;10/04/2025 10.33;01/05/2025 15.59;Depreciation;Income Statement
3950;1382005;profitAndLoss;Afskrivning, edb;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3950;10/04/2025 10.33;01/05/2025 15.59;Depreciation;Income Statement
3951;1382005;profitAndLoss;Viderefakturering afskrivninger;0;debit;0;U25;https://restapi.e-conomic.com/accounts/3951;10/04/2025 10.33;01/05/2025 15.59;Depreciation;Income Statement
3999;1382005;totalFrom;Afskrivninger i alt;0;debit;0;\N;https://restapi.e-conomic.com/accounts/3999;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4000;1382005;totalFrom;Resultat før renter;-473826,12;debit;0;\N;https://restapi.e-conomic.com/accounts/4000;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4200;1382005;profitAndLoss;Associerede virksomheder;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4200;10/04/2025 10.33;01/05/2025 15.59;Other financial income;Income Statement
4210;1382005;profitAndLoss;Tillknyttede virksomheder;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4210;10/04/2025 10.33;01/05/2025 15.59;Other financial income;Income Statement
4300;1382005;heading;Renteindtægter;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4300;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4310;1382005;profitAndLoss;Renteindtægt, bank;-3343,59;credit;0;\N;https://restapi.e-conomic.com/accounts/4310;10/04/2025 10.33;01/05/2025 15.59;Other financial income;Income Statement
4360;1382005;profitAndLoss;Renteindtægt, debitorer;0;credit;0;\N;https://restapi.e-conomic.com/accounts/4360;10/04/2025 10.33;01/05/2025 15.59;Other financial income;Income Statement
4365;1382005;profitAndLoss;Rykkergebyr, debitorer;0;credit;0;\N;https://restapi.e-conomic.com/accounts/4365;10/04/2025 10.33;01/05/2025 15.59;Other financial income;Income Statement
4380;1382005;profitAndLoss;Valutakursdifference, debitorer gevinst;0;credit;0;\N;https://restapi.e-conomic.com/accounts/4380;10/04/2025 10.33;01/05/2025 15.59;Exchange differences (net);Income Statement
4381;1382005;profitAndLoss;Valutakursdifference, kreditorer gevinst;-0,04;credit;0;\N;https://restapi.e-conomic.com/accounts/4381;10/04/2025 10.33;01/05/2025 15.59;Exchange differences (net);Income Statement
4399;1382005;totalFrom;Renteindtægter i alt;-3343,63;debit;0;\N;https://restapi.e-conomic.com/accounts/4399;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4400;1382005;heading;Renteudgifter;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4400;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4410;1382005;profitAndLoss;Renteudgift, bank;2,22;debit;0;\N;https://restapi.e-conomic.com/accounts/4410;10/04/2025 10.33;01/05/2025 15.59;Interest expenses;Income Statement
4450;1382005;profitAndLoss;Låneomkostninger;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4450;10/04/2025 10.33;01/05/2025 15.59;Bank expenses;Income Statement
4460;1382005;profitAndLoss;Renteudgift, kreditorer;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4460;10/04/2025 10.33;01/05/2025 15.59;Interest expenses;Income Statement
4461;1382005;profitAndLoss;Kreditorer, gebyr;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4461;10/04/2025 10.33;01/05/2025 15.59;Bank expenses;Income Statement
4465;1382005;profitAndLoss;Renteudgift, Told & Skat;260,97;debit;0;\N;https://restapi.e-conomic.com/accounts/4465;10/04/2025 10.33;01/05/2025 15.59;Interest expenses;Income Statement
4470;1382005;profitAndLoss;Finansieringstillæg, selskabsskat;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4470;10/04/2025 10.33;01/05/2025 15.59;Intercompany accounts I;Income Statement
4480;1382005;profitAndLoss;Valutakursdifference, debitorer tab;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4480;10/04/2025 10.33;01/05/2025 15.59;Intercompany accounts I;Income Statement
4481;1382005;profitAndLoss;Valutakursdifference, kreditorer tab;33,3;debit;0;\N;https://restapi.e-conomic.com/accounts/4481;10/04/2025 10.33;01/05/2025 15.59;Exchange differences (net);Income Statement
4499;1382005;totalFrom;Renteudgifter i alt;296,49;debit;0;\N;https://restapi.e-conomic.com/accounts/4499;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4500;1382005;totalFrom;Resultat før ekstraordinære poster;-476873,26;debit;0;\N;https://restapi.e-conomic.com/accounts/4500;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4600;1382005;heading;Ekstraordinære poster;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4600;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4610;1382005;profitAndLoss;Ekstraordinære indtægter m/moms;0;debit;0;U25;https://restapi.e-conomic.com/accounts/4610;10/04/2025 10.33;01/05/2025 15.59;Other income;Income Statement
4620;1382005;profitAndLoss;Ekstraordinære indtægter u/moms;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4620;10/04/2025 10.33;01/05/2025 15.59;Other income;Income Statement
4630;1382005;profitAndLoss;Ekstraordinære udgifter m/moms;0;debit;0;I25;https://restapi.e-conomic.com/accounts/4630;10/04/2025 10.33;01/05/2025 15.59;Other income;Income Statement
4640;1382005;profitAndLoss;Ekstraordinære udgifter u/moms;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4640;10/04/2025 10.33;01/05/2025 15.59;Other income;Income Statement
4699;1382005;totalFrom;Ekstraordinære poster i alt;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4699;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4700;1382005;totalFrom;Resultat før skat;-476873,26;debit;0;\N;https://restapi.e-conomic.com/accounts/4700;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4800;1382005;heading;Selskabsskat;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4800;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4810;1382005;profitAndLoss;Selskabsskat, aktuel;157000;debit;0;\N;https://restapi.e-conomic.com/accounts/4810;10/04/2025 10.33;01/05/2025 15.59;Corporate income taxes;Income Statement
4820;1382005;profitAndLoss;Reg. af udskudt skat;0;debit;0;\N;https://restapi.e-conomic.com/accounts/4820;10/04/2025 10.33;01/05/2025 15.59;Corporate income taxes;Income Statement
4899;1382005;totalFrom;Selskabsskat i alt;157000;debit;0;\N;https://restapi.e-conomic.com/accounts/4899;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
4990;1382005;totalFrom;RESULTAT EFTER SKAT;-319873,26;debit;0;\N;https://restapi.e-conomic.com/accounts/4990;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5000;1382005;headingStart;AKTIVER;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5000;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5010;1382005;heading;Anlægsaktiver;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5010;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5110;1382005;heading;Indretning af lejede lokaler;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5110;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5111;1382005;status;Indretning, anskaffelse primo;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5111;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5112;1382005;status;Indretning, årets tilgang;0;debit;0;I25;https://restapi.e-conomic.com/accounts/5112;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5113;1382005;status;Indretning, årets afgang;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5113;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5116;1382005;status;Indretning, afskrivning primo;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5116;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5117;1382005;status;Indretning, årets afskrivninger;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5117;10/04/2025 10.33;01/05/2025 15.59;Depreciation for the period;Balance sheet
5119;1382005;totalFrom;Indretning af lejede lokaler i alt;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5119;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5220;1382005;heading;Driftsmidler & inventar;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5220;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5221;1382005;status;Driftsmidler, anskaffelse primo;181552;debit;0;\N;https://restapi.e-conomic.com/accounts/5221;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5222;1382005;status;Driftsmidler, årets tilgang;0;debit;0;I25;https://restapi.e-conomic.com/accounts/5222;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5223;1382005;status;Driftsmidler, årets afgang;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5223;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5226;1382005;status;Driftsmidler, afskrivning primo;-134955;credit;0;\N;https://restapi.e-conomic.com/accounts/5226;10/04/2025 10.33;01/05/2025 15.59;Depreciation 01.01;Balance sheet
5227;1382005;status;Driftsmidler, årets afskrivninger;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5227;10/04/2025 10.33;01/05/2025 15.59;Depreciation for the period;Balance sheet
5229;1382005;totalFrom;Driftsmidler & inventar i alt;46597;debit;0;\N;https://restapi.e-conomic.com/accounts/5229;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5230;1382005;heading;Edb-anlæg;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5230;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5231;1382005;status;Edb-anlæg, anskaffelse primo;289389,26;debit;0;\N;https://restapi.e-conomic.com/accounts/5231;10/04/2025 10.33;01/05/2025 15.59;Accumulated costs 01.01;Balance sheet
5232;1382005;status;Edb-anlæg, årets tilgang;0;debit;0;I25;https://restapi.e-conomic.com/accounts/5232;10/04/2025 10.33;01/05/2025 15.59;Depreciation for the period;Balance sheet
5233;1382005;status;Edb-anlæg, årets afgang;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5233;10/04/2025 10.33;01/05/2025 15.59;Depreciation for the period;Balance sheet
5236;1382005;status;Edb-anlæg, afskrivning primo;-216113;credit;0;\N;https://restapi.e-conomic.com/accounts/5236;10/04/2025 10.33;01/05/2025 15.59;Depreciation 01.01;Balance sheet
5237;1382005;status;Edb-anlæg, årets afskrivninger;0;credit;0;\N;https://restapi.e-conomic.com/accounts/5237;10/04/2025 10.33;01/05/2025 15.59;Depreciation for the period;Balance sheet
5239;1382005;totalFrom;Edb-anlæg i alt;73276,26;debit;0;\N;https://restapi.e-conomic.com/accounts/5239;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5250;1382005;status;Associerede virksomhed;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5250;10/04/2025 10.33;01/05/2025 15.59;Subsidiaries and ass. companies;Balance sheet
5260;1382005;status;Kapitalandel - Cubic Meter ApS;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5260;10/04/2025 10.33;01/05/2025 15.59;Subsidiaries and ass. companies;Balance sheet
5265;1382005;status;Kapitalandel Archive House Management;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5265;10/04/2025 10.33;01/05/2025 15.59;Subsidiaries and ass. companies;Balance sheet
5310;1382005;heading;Deposita;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5310;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5312;1382005;status;Huslejedepositum m/moms;161232,75;debit;0;I25;https://restapi.e-conomic.com/accounts/5312;10/04/2025 10.33;01/05/2025 15.59;Deposits and prepaid rent;Balance sheet
5313;1382005;status;Huslejedepositum u/moms;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5313;10/04/2025 10.33;01/05/2025 15.59;Deposits and prepaid rent;Balance sheet
5322;1382005;status;Leasingdepositum;0;debit;0;I25;https://restapi.e-conomic.com/accounts/5322;10/04/2025 10.33;01/05/2025 15.59;Other receivables;Balance sheet
5323;1382005;status;Depositum Copenhagen Medical;0;debit;0;\N;https://restapi.e-conomic.com/accounts/5323;10/04/2025 10.33;01/05/2025 15.59;Other receivables;Balance sheet
5329;1382005;totalFrom;Deposita i alt;161232,75;debit;0;\N;https://restapi.e-conomic.com/accounts/5329;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
5499;1382005;totalFrom;Anlægsaktiver i alt;281106,01;debit;0;\N;https://restapi.e-conomic.com/accounts/5499;10/04/2025 10.33;01/05/2025 15.59;#N/A;#N/A
